GridID,NR,SR,E,TP
279,0,0,0,0
280,0,0,0,0
281,13,9,0.8629749,0.1111111
282,12,9,0.1423967,0
283,28,17,1.4470794,0.0588235
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,10,10,0.2671671,0.1
288,3,2,0.0414786,0
289,2,2,0.033736,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,4,4,0.0378097,0
294,26,14,1.0904231,0.0714286
295,22,12,0.6643259,0
296,53,23,3.8913229,0.0434783
297,0,0,0,0
298,48,23,2.7734118,0.0434783
299,31,16,0.8243433,0.0625
300,0,0,0,0
301,0,0,0,0
302,2,2,0.0323902,0
303,0,0,0,0
304,12,9,0.1462756,0
305,16,12,0.2498302,0.0833333
306,63,21,4.029398,0.0952381
307,21,14,0.4199804,0
308,38,21,2.1365223,0.047619
309,0,0,0,0
310,0,0,0,0
311,7,5,0.0728256,0
312,0,0,0,0
313,1,1,0.0625,0
314,0,0,0,0
315,1,1,0.1111111,0
316,9,9,0.2793237,0.1111111
317,20,13,0.6172712,0.0769231
318,7,6,0.1601106,0
319,12,9,0.2618861,0
320,5,4,0.0586224,0
321,0,0,0,0
322,13,12,0.8201351,0.0833333
323,0,0,0,0
324,15,13,0.7563411,0
325,10,10,0.2880002,0.1
326,0,0,0,0
