GridID,NR,SR,E,TP
287,1,1,0.015873,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,1,1,0.0666667,0
292,0,0,0,0
293,4,4,0.1309566,0
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,3,3,0.0382041,0
300,0,0,0,0
301,0,0,0,0
302,18,12,0.2150567,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,1,1,0.0071429,0
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,0,0,0,0
311,10,10,0.1560036,0
312,5,3,0.049324,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,0,0,0,0
325,0,0,0,0
326,1,1,0.0062112,0
327,0,0,0,0
328,0,0,0,0
329,8,7,0.11057,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,8,8,0.1090322,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,16,16,1.0744772,0.0625
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,2,2,0.0152752,0
357,0,0,0,0
358,0,0,0,0
359,10,9,0.1200742,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,7,7,0.0925338,0
369,0,0,0,0
370,10,4,0.1003604,0
371,7,6,0.1029683,0
372,0,0,0,0
373,1,1,0.02,0
374,1,1,0.0114943,0
375,0,0,0,0
376,0,0,0,0
377,4,4,0.0294864,0
378,0,0,0,0
379,2,2,0.0258571,0
380,0,0,0,0
381,1,1,0.0666667,0
382,0,0,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,1,1,0.0909091,0
388,17,13,0.3060772,0
389,35,19,0.7688179,0.0526316
390,6,6,0.0585179,0
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,1,1,0.0062112,0
395,1,1,0.015873,0
396,24,18,1.2025038,0.0555556
397,0,0,0,0
398,0,0,0,0
399,3,3,0.0342724,0
400,20,15,0.4020131,0
401,0,0,0,0
402,0,0,0,0
403,1,1,0.0102041,0
404,3,3,0.0324745,0
405,0,0,0,0
406,0,0,0,0
407,7,7,0.091668,0
408,0,0,0,0
409,0,0,0,0
410,1,1,0.0074627,0
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,17,12,0.2614168,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,1,1,0.0062112,0
428,7,6,0.0608411,0
429,0,0,0,0
430,0,0,0,0
431,0,0,0,0
432,7,7,0.1754638,0
433,0,0,0,0
434,0,0,0,0
435,3,3,0.1133681,0.3333333
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,6,6,0.1053494,0
442,1,1,0.008,0
443,0,0,0,0
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
449,15,12,0.1723016,0
450,1,1,0.030303,0
451,0,0,0,0
452,0,0,0,0
453,2,2,0.0136739,0
454,0,0,0,0
455,0,0,0,0
456,4,4,0.0560914,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,0,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,1,1,0.0062112,0
468,0,0,0,0
469,0,0,0,0
470,1,1,0.008,0
471,0,0,0,0
472,0,0,0,0
473,6,6,0.0552663,0
474,3,3,0.0496098,0
475,0,0,0,0
476,0,0,0,0
477,0,0,0,0
478,11,11,0.1280084,0
479,0,0,0,0
480,6,5,0.1938404,0
481,0,0,0,0
482,0,0,0,0
483,5,5,0.0401235,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,27,18,0.9678316,0.0555556
498,0,0,0,0
499,2,2,0.0142112,0
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,1,1,0.0102041,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,1,1,0.0071429,0
515,0,0,0,0
516,2,2,0.0218362,0
517,0,0,0,0
518,2,2,0.0149554,0
519,10,10,0.1774262,0
520,4,4,0.0393435,0
521,2,2,0.0182041,0
522,0,0,0,0
523,1,1,0.015625,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,2,2,0.258,0
530,0,0,0,0
531,1,1,0.0074627,0
532,4,3,0.0981609,0
533,13,12,0.3092613,0.0833333
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,3,3,0.0211665,0
541,0,0,0,0
542,1,1,0.0078125,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,5,5,0.1116133,0.2
548,0,0,0,0
549,3,3,0.0984762,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,3,3,0.0251187,0
554,0,0,0,0
555,0,0,0,0
556,8,6,0.0852848,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,98,18,2.0212803,0.0555556
561,16,10,0.2026661,0
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,1,1,0.0078125,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,10,10,0.1150354,0
570,9,9,0.0951877,0
571,38,19,0.7806222,0.0526316
572,1,1,0.0106383,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,4,4,0.0441004,0
584,5,5,0.0843702,0
585,0,0,0,0
586,1,1,0.0074627,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,0,0,0,0
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
596,0,0,0,0
597,0,0,0,0
598,1,1,0.0062112,0
599,1,1,0.015625,0
600,1,1,0.0555556,0
601,0,0,0,0
602,0,0,0,0
603,0,0,0,0
604,0,0,0,0
605,0,0,0,0
606,1,1,0.0074627,0
607,0,0,0,0
608,0,0,0,0
609,13,12,0.7158019,0.0833333
610,28,13,0.4184436,0
611,0,0,0,0
612,0,0,0,0
613,0,0,0,0
614,0,0,0,0
615,0,0,0,0
616,5,5,0.0659941,0
617,0,0,0,0
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,47,19,1.4167483,0.0526316
630,10,7,0.1299295,0
631,0,0,0,0
632,0,0,0,0
633,6,6,0.0679712,0
634,0,0,0,0
635,0,0,0,0
636,16,16,0.271742,0
637,0,0,0,0
638,0,0,0,0
639,0,0,0,0
640,0,0,0,0
641,17,14,0.3520952,0
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0,0,0,0
649,0,0,0,0
650,0,0,0,0
651,10,7,0.181503,0.1428571
652,0,0,0,0
653,0,0,0,0
654,0,0,0,0
655,1,1,0.0074627,0
656,0,0,0,0
657,9,8,0.6072187,0.125
658,0,0,0,0
659,0,0,0,0
660,1,1,0.0136986,0
661,0,0,0,0
662,0,0,0,0
663,2,2,0.0158125,0
664,0,0,0,0
665,11,9,0.1153679,0
666,0,0,0,0
667,0,0,0,0
668,0,0,0,0
669,0,0,0,0
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,11,11,0.312829,0
674,1,1,0.0114943,0
675,0,0,0,0
676,4,4,0.0469569,0
677,0,0,0,0
678,0,0,0,0
679,0,0,0,0
680,10,9,0.1456541,0
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,1,1,0.0071429,0
687,0,0,0,0
688,0,0,0,0
689,59,18,1.5030496,0.0555556
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,1,1,0.0062112,0
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,6,5,0.1580745,0
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,42,23,2.4388092,0.0434783
707,0,0,0,0
708,0,0,0,0
709,3,3,0.0295952,0
710,9,7,0.1071941,0
711,0,0,0,0
712,1,1,0.0078125,0
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,2,2,0.0208415,0
717,0,0,0,0
718,0,0,0,0
719,0,0,0,0
720,0,0,0,0
721,1,1,0.0117647,0
722,0,0,0,0
723,0,0,0,0
724,7,6,0.1220711,0
725,0,0,0,0
726,1,1,0.05,0
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
732,0,0,0,0
733,0,0,0,0
734,5,5,0.0388333,0
735,0,0,0,0
736,0,0,0,0
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,3,3,0.0286142,0
742,0,0,0,0
743,0,0,0,0
744,0,0,0,0
745,3,3,0.0270536,0
746,0,0,0,0
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,1,1,0.0078125,0
752,0,0,0,0
753,19,19,1.4695714,0.0526316
754,10,10,0.1024554,0
755,0,0,0,0
756,19,12,0.9331742,0.1666667
757,0,0,0,0
758,1,1,0.0062112,0
759,0,0,0,0
760,2,2,0.0574627,0
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,5,5,0.0482149,0
766,10,10,0.249855,0.1
767,0,0,0,0
768,0,0,0,0
769,3,3,0.0330054,0
770,7,6,0.0805984,0
771,1,1,0.02,0
772,0,0,0,0
773,3,3,0.0326062,0
774,0,0,0,0
775,1,1,0.015873,0
776,0,0,0,0
777,8,8,0.0984287,0
778,22,13,0.5105309,0.0769231
779,0,0,0,0
780,1,1,0.0178571,0
781,15,9,0.5238257,0.1111111
782,36,23,2.9693828,0.0434783
783,0,0,0,0
784,0,0,0,0
785,0,0,0,0
786,0,0,0,0
787,2,2,0.018101,0
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,1,1,0.2,0
793,0,0,0,0
794,0,0,0,0
795,14,9,0.5068527,0
796,6,4,0.0524135,0
797,0,0,0,0
798,2,2,0.0630182,0
799,11,7,0.1217346,0
800,2,2,0.0289385,0
801,0,0,0,0
802,0,0,0,0
803,2,2,0.0230159,0
804,0,0,0,0
805,6,5,0.0611574,0
806,3,3,0.0302155,0
807,0,0,0,0
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,1,1,0.030303,0
813,2,2,0.258,0
814,0,0,0,0
815,0,0,0,0
816,0,0,0,0
817,0,0,0,0
818,0,0,0,0
819,0,0,0,0
820,7,5,0.0579682,0
821,4,4,0.0294864,0
822,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,0,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,30,16,0.6996377,0.0625
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,1,1,0.05,0
840,0,0,0,0
841,0,0,0,0
842,0,0,0,0
843,0,0,0,0
844,2,2,0.0339869,0
845,30,13,0.5131332,0
846,0,0,0,0
847,0,0,0,0
848,0,0,0,0
849,0,0,0,0
850,14,8,0.5497047,0
851,0,0,0,0
852,0,0,0,0
853,0,0,0,0
854,1,1,0.0071429,0
855,0,0,0,0
856,0,0,0,0
857,34,22,0.885734,0.0454545
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,2,2,0.0296218,0
864,0,0,0,0
865,1,1,0.008,0
866,2,2,0.0164153,0
867,6,5,0.1310252,0
868,0,0,0,0
869,0,0,0,0
870,3,3,0.1400496,0
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,0,0,0,0
877,6,5,2.0432096,0
878,1,1,0.0071429,0
879,0,0,0,0
880,0,0,0,0
881,0,0,0,0
882,0,0,0,0
883,0,0,0,0
884,1,1,0.05,0
885,0,0,0,0
886,0,0,0,0
887,0,0,0,0
888,0,0,0,0
889,0,0,0,0
890,0,0,0,0
891,0,0,0,0
892,0,0,0,0
893,0,0,0,0
894,0,0,0,0
895,0,0,0,0
896,1,1,0.0102041,0
897,0,0,0,0
898,2,2,0.0278125,0
899,0,0,0,0
900,0,0,0,0
901,0,0,0,0
902,15,15,0.2295845,0
903,0,0,0,0
904,1,1,0.02,0
905,1,1,0.015873,0
906,1,1,0.0071429,0
907,0,0,0,0
908,0,0,0,0
909,1,1,0.0114943,0
910,0,0,0,0
911,10,8,0.1636559,0
912,0,0,0,0
913,1,1,0.0071429,0
914,0,0,0,0
915,0,0,0,0
916,0,0,0,0
917,0,0,0,0
918,0,0,0,0
919,2,2,0.0204969,0
920,0,0,0,0
921,0,0,0,0
922,0,0,0,0
923,0,0,0,0
924,5,3,0.0353477,0
925,0,0,0,0
926,5,5,0.0675057,0
927,0,0,0,0
928,0,0,0,0
929,8,8,0.0790322,0
930,0,0,0,0
931,0,0,0,0
932,0,0,0,0
933,0,0,0,0
934,0,0,0,0
935,32,23,1.914379,0.0434783
936,0,0,0,0
937,0,0,0,0
938,6,5,0.5118974,0.2
939,13,7,0.4233018,0
940,0,0,0,0
941,0,0,0,0
942,0,0,0,0
943,4,4,0.1525772,0
944,0,0,0,0
945,13,11,0.2901955,0
946,0,0,0,0
947,0,0,0,0
948,0,0,0,0
949,4,4,0.0547184,0
950,0,0,0,0
951,0,0,0,0
952,0,0,0,0
953,0,0,0,0
954,5,4,0.0909178,0
955,49,14,0.9314386,0
956,0,0,0,0
957,0,0,0,0
958,3,3,0.039889,0
959,0,0,0,0
960,0,0,0,0
961,0,0,0,0
962,1,1,0.0114943,0
963,0,0,0,0
964,1,1,0.008,0
965,0,0,0,0
966,0,0,0,0
967,14,9,0.1693648,0
968,4,4,0.0357721,0
969,0,0,0,0
970,10,10,0.1073315,0
971,63,21,3.4865744,0.0952381
972,0,0,0,0
973,1,1,0.008,0
974,10,9,0.1018222,0
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,1,1,0.0071429,0
983,0,0,0,0
984,0,0,0,0
985,0,0,0,0
986,0,0,0,0
987,0,0,0,0
988,18,13,0.2090174,0
989,1,1,0.030303,0
990,0,0,0,0
991,0,0,0,0
992,31,19,0.6114444,0.0526316
993,2,2,0.1106383,0
994,0,0,0,0
995,5,5,0.0458645,0
996,0,0,0,0
997,0,0,0,0
998,6,5,0.0803922,0
999,5,4,0.2300681,0.25
1000,1,1,0.0074627,0
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1004,3,3,0.0307679,0
1005,0,0,0,0
1006,7,7,0.122694,0
1007,0,0,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,1,1,0.0117647,0
1012,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,1,1,0.0074627,0
1016,0,0,0,0
1017,0,0,0,0
1018,0,0,0,0
1019,0,0,0,0
1020,0,0,0,0
1021,1,1,0.0114943,0
1022,0,0,0,0
1023,0,0,0,0
1024,0,0,0,0
1025,0,0,0,0
1026,0,0,0,0
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,2,2,0.0168495,0
1031,0,0,0,0
1032,2,2,0.0262112,0
1033,0,0,0,0
1034,0,0,0,0
1035,0,0,0,0
1036,5,5,0.1864954,0
1037,0,0,0,0
1038,0,0,0,0
1039,0,0,0,0
1040,7,7,0.1946138,0.1428571
1041,0,0,0,0
1042,5,3,0.269885,0
1043,0,0,0,0
1044,3,3,0.02818,0
1045,0,0,0,0
1046,0,0,0,0
1047,9,8,0.1244444,0
1048,16,13,0.231155,0.0769231
1049,2,2,0.0279843,0
1050,3,3,0.0396933,0
1051,108,20,3.6122231,0.05
1052,0,0,0,0
1053,1,1,0.0074627,0
1054,0,0,0,0
1055,0,0,0,0
1056,0,0,0,0
1057,3,3,0.0470072,0
1058,0,0,0,0
1059,0,0,0,0
1060,0,0,0,0
1061,0,0,0,0
1062,0,0,0,0
1063,0,0,0,0
1064,0,0,0,0
1065,0,0,0,0
1066,0,0,0,0
1067,0,0,0,0
1068,0,0,0,0
1069,20,18,0.8543862,0.0555556
1070,0,0,0,0
1071,0,0,0,0
1072,1,1,0.3333333,1
1073,1,1,0.0114943,0
1074,0,0,0,0
1075,0,0,0,0
1076,0,0,0,0
1077,0,0,0,0
1078,0,0,0,0
1079,0,0,0,0
1080,0,0,0,0
1081,0,0,0,0
1082,11,11,0.1171252,0
1083,0,0,0,0
1084,0,0,0,0
1085,0,0,0,0
1086,0,0,0,0
1087,2,2,0.0195772,0
1088,2,2,0.0296218,0
1089,0,0,0,0
1090,0,0,0,0
1091,0,0,0,0
1092,0,0,0,0
1093,0,0,0,0
1094,7,7,0.1152111,0
1095,1,1,0.25,0
1096,0,0,0,0
1097,0,0,0,0
1098,0,0,0,0
1099,0,0,0,0
1100,1,1,0.015625,0
1101,0,0,0,0
1102,0,0,0,0
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,0,0
1106,0,0,0,0
1107,1,1,0.015625,0
1108,0,0,0,0
1109,0,0,0,0
1110,14,13,0.6477404,0.0769231
1111,5,4,0.0518961,0
1112,6,4,0.0497457,0
1113,2,2,0.0334821,0
1114,3,3,0.0357968,0
1115,1,1,0.0333333,0
1116,0,0,0,0
1117,0,0,0,0
1118,0,0,0,0
1119,12,12,0.2582015,0
1120,18,11,0.2977108,0
1121,0,0,0,0
1122,0,0,0,0
1123,0,0,0,0
1124,14,11,0.1911302,0
1125,9,9,0.133785,0
1126,2,2,0.0744792,0
1127,0,0,0,0
1128,12,9,0.182065,0
1129,8,8,0.1913144,0.125
1130,0,0,0,0
1131,0,0,0,0
1132,0,0,0,0
1133,0,0,0,0
1134,4,3,0.0415695,0
1135,0,0,0,0
1136,3,3,0.0413644,0
1137,0,0,0,0
1138,0,0,0,0
1139,0,0,0,0
1140,0,0,0,0
1141,0,0,0,0
1142,0,0,0,0
1143,2,2,0.0336986,0
1144,5,4,0.0447616,0
1145,0,0,0,0
1146,0,0,0,0
1147,0,0,0,0
1148,0,0,0,0
1149,0,0,0,0
1150,0,0,0,0
1151,1,1,0.0062112,0
1152,0,0,0,0
1153,0,0,0,0
1154,0,0,0,0
1155,0,0,0,0
1156,0,0,0,0
1157,0,0,0,0
1158,1,1,0.0074627,0
1159,0,0,0,0
1160,0,0,0,0
1161,1,1,0.0555556,0
1162,0,0,0,0
1163,0,0,0,0
1164,0,0,0,0
1165,0,0,0,0
1166,0,0,0,0
1167,0,0,0,0
1168,0,0,0,0
1169,1,1,0.02,0
1170,0,0,0,0
1171,0,0,0,0
1172,0,0,0,0
1173,1,1,0.0074627,0
1174,16,11,0.2751326,0.0909091
1175,0,0,0,0
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,0,0
1181,1,1,0.0062112,0
1182,0,0,0,0
1183,0,0,0,0
1184,7,7,0.3096301,0.1428571
1185,0,0,0,0
1186,0,0,0,0
1187,0,0,0,0
1188,1,1,0.0062112,0
1189,0,0,0,0
1190,0,0,0,0
1191,0,0,0,0
1192,0,0,0,0
1193,0,0,0,0
1194,5,5,0.0525814,0
1195,0,0,0,0
1196,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,1,1,0.0117647,0
1201,9,9,0.0909955,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,0,0,0
1206,1,1,0.0114943,0
1207,0,0,0,0
1208,0,0,0,0
1209,0,0,0,0
1210,0,0,0,0
1211,0,0,0,0
1212,0,0,0,0
1213,0,0,0,0
1214,0,0,0,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,0,0
1218,0,0,0,0
1219,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
